3315136 [http-bio-8080-exec-9] INFO  c.a.d.service.impl.DrawServiceImpl - <<===========当前环节未开始！
14365 [http-bio-8080-exec-4] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
14365 [http-bio-8080-exec-8] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
14367 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
14371 [http-bio-8080-exec-3] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
14381 [http-bio-8080-exec-3] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
14382 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
14556 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
14557 [http-bio-8080-exec-3] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
14557 [http-bio-8080-exec-8] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
14562 [http-bio-8080-exec-4] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
14566 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
14571 [http-bio-8080-exec-8] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
14754 [http-bio-8080-exec-8] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
14756 [http-bio-8080-exec-4] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
14757 [http-bio-8080-exec-3] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
14761 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
14806 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
14851 [http-bio-8080-exec-3] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
23865 [http-bio-8080-exec-3] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
23866 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
23874 [http-bio-8080-exec-4] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
23875 [http-bio-8080-exec-8] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
23883 [http-bio-8080-exec-8] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
23886 [http-bio-8080-exec-4] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
436  [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization started
648  [localhost-startStop-1] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing Root WebApplicationContext: startup date [Mon Jan 11 19:47:44 CST 2016]; root of context hierarchy
753  [localhost-startStop-1] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring/root-context.xml]
1687 [localhost-startStop-1] INFO  o.s.c.s.PropertySourcesPlaceholderConfigurer - Loading properties file from class path resource [jdbc.properties]
1699 [localhost-startStop-1] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2760 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - <<==============开始初始化参与人员信息
3396 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - <<======用户：叶春林加入缓存...
3398 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - 写入缓存，key: 叶春林, value: Participant [participantId=1, participantName=叶春林]
3400 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - <<======用户：汪小峰加入缓存...
3400 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - 写入缓存，key: 汪小峰, value: Participant [participantId=4, participantName=汪小峰]
3400 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - <<======用户：赵林刚加入缓存...
3400 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - 写入缓存，key: 赵林刚, value: Participant [participantId=3, participantName=赵林刚]
3401 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - <<======用户：魏波加入缓存...
3401 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - 写入缓存，key: 魏波, value: Participant [participantId=2, participantName=魏波]
3401 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - <<==============参与人员信息加载完毕
3455 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<==下一环节：DrawLink [linkId=1, linkName=第一轮抽奖, openState=1, linkOrder=1, linkState=1]
3456 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========开始新的环节：第一轮抽奖
3456 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========把当前环节加入缓存中...
3478 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========查询到当前环节的奖品：[DrawPrize [prizeId=1, prizeType=一等奖, prizeName=10000元红包, linkId=1, size=3, provider=X战警, providerPosition=BOSS]]
3479 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========把当前环节剩余的奖品放入缓存中
3483 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========查询到当前环节的参与人员：[]
3484 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========把当前环节参与人员放入缓存中
3484 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========初始化当前环节已中奖人员...
3486 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========创建当前环节的奖品池...
3491 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========当今环节参与人数：4...
3492 [localhost-startStop-1] INFO  c.a.d.util.DefaultPrizePoolFactory - <<==参与人员：4
3492 [localhost-startStop-1] INFO  c.a.d.util.DefaultPrizePoolFactory - <<==奖品数量：1
3493 [localhost-startStop-1] INFO  c.a.d.util.DefaultPrizePoolFactory - <<=====产生的奖池数量：1
3493 [localhost-startStop-1] INFO  c.a.d.util.DefaultPrizePoolFactory - <<==每个奖池的总的奖品数量（包括空奖品）：40
3494 [localhost-startStop-1] INFO  c.a.d.util.DefaultPrizePoolFactory - <<==奖池DefaultPrizePool--76677322真实的奖品数量为：1
3494 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========把奖品池加入缓存中...
3496 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========初始化环节状态为：INIT...
3691 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3248 ms
3761 [localhost-startStop-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'appServlet': initialization started
3765 [localhost-startStop-1] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing WebApplicationContext for namespace 'appServlet-servlet': startup date [Mon Jan 11 19:47:48 CST 2016]; parent: Root WebApplicationContext
3766 [localhost-startStop-1] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring/appServlet/servlet-context.xml]
4106 [localhost-startStop-1] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
4518 [localhost-startStop-1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/draw/pick]}" onto public com.asiainfo.draw.util.Prize com.asiainfo.draw.controller.DrawController.pick(java.lang.String)
4523 [localhost-startStop-1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/link/start]}" onto public com.asiainfo.draw.util.DefaultResult com.asiainfo.draw.controller.LinkController.start()
4526 [localhost-startStop-1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/participant/auth],methods=[POST]}" onto public com.asiainfo.draw.util.DefaultResult com.asiainfo.draw.controller.ParticipantController.authParticipantByTelphone(java.lang.String)
4527 [localhost-startStop-1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/participant/{participantId}]}" onto public com.asiainfo.draw.domain.Participant com.asiainfo.draw.controller.ParticipantController.authParticipantByTelphone(java.lang.Integer)
5360 [localhost-startStop-1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: WebApplicationContext for namespace 'appServlet-servlet': startup date [Mon Jan 11 19:47:48 CST 2016]; parent: Root WebApplicationContext
5487 [localhost-startStop-1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: WebApplicationContext for namespace 'appServlet-servlet': startup date [Mon Jan 11 19:47:48 CST 2016]; parent: Root WebApplicationContext
5686 [localhost-startStop-1] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/resources/**] onto handler 'org.springframework.web.servlet.resource.ResourceHttpRequestHandler#0'
5931 [localhost-startStop-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'appServlet': initialization completed in 2170 ms
12213 [http-bio-8080-exec-2] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
12213 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
12213 [http-bio-8080-exec-4] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
12213 [http-bio-8080-exec-3] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
12226 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
12227 [http-bio-8080-exec-11] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
14093 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
14097 [http-bio-8080-exec-11] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
14097 [http-bio-8080-exec-8] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
14099 [http-bio-8080-exec-9] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
14106 [http-bio-8080-exec-8] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
14110 [http-bio-8080-exec-11] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
14732 [http-bio-8080-exec-4] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
14732 [http-bio-8080-exec-11] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
14734 [http-bio-8080-exec-9] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
14736 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
14741 [http-bio-8080-exec-9] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
14746 [http-bio-8080-exec-1] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
14890 [http-bio-8080-exec-9] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
14892 [http-bio-8080-exec-1] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
14893 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
14894 [http-bio-8080-exec-11] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
14903 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
14904 [http-bio-8080-exec-1] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
15067 [http-bio-8080-exec-1] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
15068 [http-bio-8080-exec-11] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
15069 [http-bio-8080-exec-9] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
15071 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
15077 [http-bio-8080-exec-11] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
15083 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
15222 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
15223 [http-bio-8080-exec-9] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
15223 [http-bio-8080-exec-11] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
15226 [http-bio-8080-exec-1] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
15239 [http-bio-8080-exec-1] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
15248 [http-bio-8080-exec-9] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
15395 [http-bio-8080-exec-9] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
15399 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
15400 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
15403 [http-bio-8080-exec-1] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
15413 [http-bio-8080-exec-1] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
15415 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
16503 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
16504 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
16508 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
16511 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
16514 [http-bio-8080-exec-1] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
16517 [http-bio-8080-exec-9] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
16695 [http-bio-8080-exec-8] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
16695 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
16696 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
16699 [http-bio-8080-exec-1] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
16702 [http-bio-8080-exec-11] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
16706 [http-bio-8080-exec-4] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
16880 [http-bio-8080-exec-11] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
16880 [http-bio-8080-exec-4] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/jquery-1.10.2.min.js] in DispatcherServlet with name 'appServlet'
16880 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
16882 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/js/login.js] in DispatcherServlet with name 'appServlet'
16891 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
16893 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
22305 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
65643 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
66565 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
66756 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
66969 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
67148 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
67309 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
67470 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
67656 [http-bio-8080-exec-7] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/css/style.css] in DispatcherServlet with name 'appServlet'
76553 [http-bio-8080-exec-4] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
76610 [http-bio-8080-exec-4] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sfooter.png] in DispatcherServlet with name 'appServlet'
76672 [http-bio-8080-exec-10] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/sheader.jpg] in DispatcherServlet with name 'appServlet'
76672 [http-bio-8080-exec-4] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/draw/image/s2016.png] in DispatcherServlet with name 'appServlet'
350  [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization started
564  [localhost-startStop-1] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing Root WebApplicationContext: startup date [Mon Jan 11 19:52:00 CST 2016]; root of context hierarchy
659  [localhost-startStop-1] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring/root-context.xml]
1845 [localhost-startStop-1] INFO  o.s.c.s.PropertySourcesPlaceholderConfigurer - Loading properties file from class path resource [jdbc.properties]
1858 [localhost-startStop-1] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
3081 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - <<==============开始初始化参与人员信息
3814 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - <<======用户：叶春林加入缓存...
3816 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - 写入缓存，key: 叶春林, value: Participant [participantId=1, participantName=叶春林]
3817 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - <<======用户：汪小峰加入缓存...
3818 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - 写入缓存，key: 汪小峰, value: Participant [participantId=4, participantName=汪小峰]
3818 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - <<======用户：赵林刚加入缓存...
3818 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - 写入缓存，key: 赵林刚, value: Participant [participantId=3, participantName=赵林刚]
3818 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - <<======用户：魏波加入缓存...
3818 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - 写入缓存，key: 魏波, value: Participant [participantId=2, participantName=魏波]
3819 [localhost-startStop-1] INFO  c.a.draw.cache.ParticipantCache - <<==============参与人员信息加载完毕
3858 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<==下一环节：DrawLink [linkId=1, linkName=第一轮抽奖, openState=1, linkOrder=1, linkState=1]
3858 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========开始新的环节：第一轮抽奖
3858 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========把当前环节加入缓存中...
3890 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========查询到当前环节的奖品：[DrawPrize [prizeId=1, prizeType=一等奖, prizeName=10000元红包, linkId=1, size=3, provider=X战警, providerPosition=BOSS]]
3890 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========把当前环节剩余的奖品放入缓存中
3895 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========查询到当前环节的参与人员：[]
3895 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========把当前环节参与人员放入缓存中
3895 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========初始化当前环节已中奖人员...
3897 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========创建当前环节的奖品池...
3900 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========当今环节参与人数：4...
3901 [localhost-startStop-1] INFO  c.a.d.util.DefaultPrizePoolFactory - <<==参与人员：4
3901 [localhost-startStop-1] INFO  c.a.d.util.DefaultPrizePoolFactory - <<==奖品数量：1
3901 [localhost-startStop-1] INFO  c.a.d.util.DefaultPrizePoolFactory - <<=====产生的奖池数量：1
3902 [localhost-startStop-1] INFO  c.a.d.util.DefaultPrizePoolFactory - <<==每个奖池的总的奖品数量（包括空奖品）：40
3902 [localhost-startStop-1] INFO  c.a.d.util.DefaultPrizePoolFactory - <<==奖池DefaultPrizePool--2093838232真实的奖品数量为：1
3902 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========把奖品池加入缓存中...
3903 [localhost-startStop-1] INFO  c.a.d.service.impl.LinkServiceImpl - <<===========初始化环节状态为：INIT...
4073 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3716 ms
4162 [localhost-startStop-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'appServlet': initialization started
4170 [localhost-startStop-1] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing WebApplicationContext for namespace 'appServlet-servlet': startup date [Mon Jan 11 19:52:03 CST 2016]; parent: Root WebApplicationContext
4172 [localhost-startStop-1] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring/appServlet/servlet-context.xml]
